YAL042W,,,,,,,,,,,,,YAL042W,YAL042W,,Hs.412416 // full length,,3091,,,,,,,,,,,,0006888 // ER to Golgi transport,0030138 // COPII-coated vesicle /// 0030173 // integral to Golgi membrane /// 0030176 // integral to endoplasmic reticulum membrane,0005554 // molecular_function unknown
YAL043C,,,,,,,,,,,,,YAL043C,YAL043C,,Hs.415041 // full length,,7060,,,,,,,,,,,,"0006378 // mRNA polyadenylylation /// 0006378 // mRNA polyadenylylation /// 0006379 // mRNA cleavage /// 0008033 // tRNA processing /// 0030846 // transcription termination from Pol II promoter, poly(A) coupled /// 0030847 // transcription termination from Pol II promoter, poly(A)-independent",0005847 // mRNA cleavage and polyadenylation specificity factor complex /// 0005849 // mRNA cleavage factor complex,0030364 // cleavage and polyadenylylation specificity factor activity /// 0030364 // cleavage and polyadenylylation specificity factor activity
YAL043C-A,,,,,,,,,,,,,YAL043C-A,YAL043C-A,,Hs.387906 // full length,,10152,,,,,,,,,,,,---,---,---
YAL044C,,,,,,,,,,,,,YAL044C,YAL044C,,Hs.37142 // full length,,1946,,,,,,,,,,,,0006730 // one-carbon compound metabolism /// 0006730 // one-carbon compound metabolism,0005739 // mitochondrion /// 0005739 // mitochondrion,0004375 // glycine dehydrogenase (decarboxylating) activity /// 0004375 // glycine dehydrogenase (decarboxylating) activity
YAL045C,,,,,,,,,,,,,YAL045C,YAL045C,,Hs.82547 // full length,,5918,,,,,,,,,,,,---,---,---
YAL046C,,,,,,,,,,,,,YAL046C,YAL046C,,Hs.148221 // full length,,5893,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAL047C,,,,,,,,,,,,,YAL047C,YAL047C,,Hs.447905 // full length,,1875,,,,,,,,,,,,"0000022 // mitotic spindle elongation /// 0000070 // mitotic sister chromatid segregation /// 0007020 // microtubule nucleation /// 0030473 // nuclear migration, microtubule-mediated",0005824 // outer plaque of spindle pole body,0005200 // structural constituent of cytoskeleton
YAL048C,,,,,,,,,,,,,YAL048C,YAL048C,,Hs.132594 // full length,,5970,,,,,,,,,,,,0016192 // vesicle-mediated transport /// 0016192 // vesicle-mediated transport,0016021 // integral to membrane,0005554 // molecular_function unknown
YAL049C,,,,,,,,,,,,,YAL049C,YAL049C,,Hs.252839 // full length,,24138,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm,0005554 // molecular_function unknown
YAL051W,,,,,,,,,,,,,YAL051W,YAL051W,,Hs.512587 // full length,,4485,,,,,,,,,,,,0006631 // fatty acid metabolism /// 0006631 // fatty acid metabolism /// 0007031 // peroxisome organization and biogenesis /// 0007031 // peroxisome organization and biogenesis /// 0045941 // positive regulation of transcription /// 0045941 // positive regulation of transcription /// 0045941 // positive regulation of transcription,0005634 // nucleus,0003677 // DNA binding /// 0003677 // DNA binding /// 0003677 // DNA binding /// 0016563 // transcriptional activator activity /// 0016563 // transcriptional activator activity /// 0016563 // transcriptional activator activity
YAL053W,,,,,,,,,,,,,YAL053W,YAL053W,,Hs.26550 // full length,,6258,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm,0005554 // molecular_function unknown
YAL054C,,,,,,,,,,,,,YAL054C,YAL054C,,Hs.26550 // full length,,6258,,,,,,,,,,,,0006085 // acetyl-CoA biosynthesis /// 0019654 // acetate fermentation,0005739 // mitochondrion /// 0005829 // cytosol,0003987 // acetate-CoA ligase activity
YAL055W,,,,,,,,,,,,,YAL055W,YAL055W,,Hs.2815 // ---,,5463,,,,,,,,,,,,0006625 // protein-peroxisome targeting,0005777 // peroxisome,0005554 // molecular_function unknown
YAL056W,,,,,,,,,,,,,YAL056W,YAL056W,,Hs.154069 // full length,,2315,,,,,,,,,,,,0007165 // signal transduction,0005737 // cytoplasm /// 0005739 // mitochondrion,0004871 // signal transducer activity
YAL058C-A,,,,,,,,,,,,,YAL058C-A,YAL058C-A,,Hs.154069 // full length,,2315,,,,,,,,,,,,---,---,---
YAL058W,,,,,,,,,,,,,YAL058W,YAL058W,,Hs.381058 // full length,,23514,,,,,,,,,,,,0030433 // ER-associated protein catabolism,0030176 // integral to endoplasmic reticulum membrane,0005554 // molecular_function unknown
YAL059W,,,,,,,,,,,,,YAL059W,YAL059W,,Hs.139226 // full length,,5982,,,,,,,,,,,,0000055 // ribosomal large subunit-nucleus export /// 0000055 // ribosomal large subunit-nucleus export /// 0007047 // cell wall organization and biogenesis,0005634 // nucleus /// 0005654 // nucleoplasm /// 0005730 // nucleolus,0005554 // molecular_function unknown
YAL060W,,,,,,,,,,,,,YAL060W,YAL060W,,--- // ---,,---,,,,,,,,,,,,0019650 // butanediol fermentation,0005737 // cytoplasm /// 0005737 // cytoplasm,"0000721 // (R,R)-butanediol dehydrogenase activity"
YAL061W,,,,,,,,,,,,,YAL061W,YAL061W,,Hs.35120 // full length,,5984,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus /// 0005737 // cytoplasm,"0016616 // oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
YAL062W,,,,,,,,,,,,,YAL062W,YAL062W,,Hs.170359 // full length,,3603,,,,,,,,,,,,0006537 // glutamate biosynthesis /// 0006537 // glutamate biosynthesis,0005625 // soluble fraction /// 0005634 // nucleus /// 0005739 // mitochondrion,0004352 // glutamate dehydrogenase activity /// 0004352 // glutamate dehydrogenase activity
YAL063C,,,,,,,,,,,,,YAL063C,YAL063C,,Hs.183650 // full length,,1382,,,,,,,,,,,,0000501 // flocculation (sensu Saccharomyces) /// 0000501 // flocculation (sensu Saccharomyces),0009277 // cell wall (sensu Fungi),0005537 // mannose binding
YAL064C-A,,,,,,,,,,,,,YAL064C-A,YAL064C-A,,Hs.82318 // full length,,10810,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAL064W,,,,,,,,,,,,,YAL064W,YAL064W,,Hs.26776 // full length,,4916,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAL064W-B,,,,,,,,,,,,,YAL064W-B,YAL064W-B,,Hs.349642 // full length,,9970,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAL065C,,,,,,,,,,,,,YAL065C,YAL065C,,Hs.26776 // full length,,4916,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAL066W,,,,,,,,,,,,,YAL066W,YAL066W,,Hs.327 // full length,,3587,,,,,,,,,,,,---,---,---
YAL067C,,,,,,,,,,,,,YAL067C,YAL067C,,Hs.327 // full length,,3587,,,,,,,,,,,,0006810 // transport,0016020 // membrane,0005215 // transporter activity
YAL068C,,,,,,,,,,,,,YAL068C,YAL068C,,Hs.381282 // full length,,7301,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAL069W,,,,,,,,,,,,,YAL069W,YAL069W,,Hs.189075 // full length,,5756,,,,,,,,,,,,---,---,---
YAR002C-A,,,,,,,,,,,,,YAR002C-A,YAR002C-A,,Hs.385 // full length,,2322,,,,,,,,,,,,0006888 // ER to Golgi transport,0005739 // mitochondrion /// 0030138 // COPII-coated vesicle,0005554 // molecular_function unknown
YAR002W,,,,,,,,,,,,,YAR002W,YAR002W,,Hs.223894 // full length,,3594,,,,,,,,,,,,"0000059 // protein-nucleus import, docking /// 0000059 // protein-nucleus import, docking /// 0006913 // nucleocytoplasmic transport",0005643 // nuclear pore,0017056 // structural constituent of nuclear pore
YAR003W,,,,,,,,,,,,,YAR003W,YAR003W,,Hs.428 // full length,,2323,,,,,,,,,,,,0006348 // chromatin silencing at telomere /// 0016571 // histone methylation,0000790 // nuclear chromatin /// 0005634 // nucleus /// 0048188 // COMPASS complex,0003682 // chromatin binding /// 0016563 // transcriptional activator activity /// 0042800 // histone lysine N-methyltransferase activity (H3-K4 specific)
YAR007C,,,,,,,,,,,,,YAR007C,YAR007C,,Hs.428 // full length,,2323,,,,,,,,,,,,"0006268 // DNA unwinding /// 0006269 // DNA replication, synthesis of RNA primer /// 0006271 // DNA strand elongation /// 0006289 // nucleotide-excision repair /// 0006301 // postreplication repair /// 0006302 // double-strand break repair /// 0006310 // DNA recombination","0000781 // chromosome, telomeric region /// 0005634 // nucleus /// 0005662 // DNA replication factor A complex /// 0005737 // cytoplasm",0003684 // damaged DNA binding /// 0003697 // single-stranded DNA binding
YAR008W,,,,,,,,,,,,,YAR008W,YAR008W,,--- // ---,,---,,,,,,,,,,,,0006388 // tRNA splicing,0000214 // tRNA-intron endonuclease complex /// 0005637 // nuclear inner membrane /// 0005741 // mitochondrial outer membrane /// 0005741 // mitochondrial outer membrane /// 0005741 // mitochondrial outer membrane,0000213 // tRNA-intron endonuclease activity
YAR009C,,,,,,,,,,,,,YAR009C,YAR009C,,Hs.170019 // full length,,864,,,,,,,,,,,,0006319 // Ty element transposition,0000943 // retrotransposon nucleocapsid,0003723 // RNA binding /// 0003887 // DNA-directed DNA polymerase activity /// 0003964 // RNA-directed DNA polymerase activity /// 0004540 // ribonuclease activity /// 0005515 // protein binding /// 0008233 // peptidase activity
YAR010C,,,,,,,,,,,,,YAR010C,YAR010C,,Hs.258561 // full length,,2959,,,,,,,,,,,,0006319 // Ty element transposition,0000943 // retrotransposon nucleocapsid,0003723 // RNA binding /// 0005515 // protein binding
YAR014C,,,,,,,,,,,,,YAR014C,YAR014C,,Hs.367725 // full length,,2624,,,,,,,,,,,,0000903 // cellular morphogenesis during vegetative growth,0000131 // incipient bud site /// 0005934 // bud tip /// 0005935 // bud neck,0005554 // molecular_function unknown
YAR015W,,,,,,,,,,,,,YAR015W,YAR015W,,Hs.367725 // full length,,2624,,,,,,,,,,,,0006144 // purine base metabolism /// 0006144 // purine base metabolism /// 0006164 // purine nucleotide biosynthesis,0005634 // nucleus /// 0005737 // cytoplasm,0004639 // phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
YAR018C,,,,,,,,,,,,,YAR018C,YAR018C,,Hs.78869 // full length,,6917,,,,,,,,,,,,0007059 // chromosome segregation,0008372 // cellular_component unknown,0004672 // protein kinase activity
YAR019C,,,,,,,,,,,,,YAR019C,YAR019C,,Hs.227327 // full length,,5861,,,,,,,,,,,,0000910 // cytokinesis /// 0006468 // protein amino acid phosphorylation /// 0007096 // regulation of exit from mitosis,0005816 // spindle pole body /// 0005935 // bud neck,0004672 // protein kinase activity
YAR020C,,,,,,,,,,,,,YAR020C,YAR020C,,Hs.56303 // full length,,3449,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAR023C,,,,,,,,,,,,,YAR023C,YAR023C,,--- // ---,,---,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAR027W,,,,,,,,,,,,,YAR027W,YAR027W,,Hs.73958 // full length,,5896,,,,,,,,,,,,0000004 // biological_process unknown,0005635 // nuclear membrane,0005554 // molecular_function unknown
YAR028W,,,,,,,,,,,,,YAR028W,YAR028W,,Hs.212892 // full length,,5618,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAR029W,,,,,,,,,,,,,YAR029W,YAR029W,,Hs.212892 // full length,,5618,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm,0005554 // molecular_function unknown
YAR030C,,,,,,,,,,,,,YAR030C,YAR030C,,Hs.27453 // full length,,142684,,,,,,,,,,,,---,---,---
YAR031W,,,,,,,,,,,,,YAR031W,YAR031W,,Hs.1361 // full length,,1544,,,,,,,,,,,,0016050 // vesicle organization and biogenesis,0005783 // endoplasmic reticulum /// 0005886 // plasma membrane /// 0016021 // integral to membrane,0005554 // molecular_function unknown
YAR033W,,,,,,,,,,,,,YAR033W,YAR033W,,Hs.443409 // full length,,4953,,,,,,,,,,,,0016050 // vesicle organization and biogenesis /// 0016050 // vesicle organization and biogenesis,0005783 // endoplasmic reticulum /// 0005794 // Golgi apparatus /// 0016021 // integral to membrane,0005515 // protein binding
YAR035W,,,,,,,,,,,,,YAR035W,YAR035W,,Hs.268177 // full length,,5335,,,,,,,,,,,,0006066 // alcohol metabolism /// 0009437 // carnitine metabolism,0005739 // mitochondrion /// 0005739 // mitochondrion,0004092 // carnitine O-acetyltransferase activity
YAR042W,,,,,,,,,,,,,YAR042W,YAR042W,,Hs.89603 // full length,,4582,,,,,,,,,,,,0006694 // steroid biosynthesis /// 0006694 // steroid biosynthesis,0000138 // Golgi trans cisterna /// 0005769 // early endosome /// 0005783 // endoplasmic reticulum,0005545 // phosphatidylinositol binding /// 0005545 // phosphatidylinositol binding
YAR044W,,,,,,,,,,,,,YAR044W,YAR044W,,Hs.159472 // full length,,27,,,,,,,,,,,,0006694 // steroid biosynthesis /// 0006694 // steroid biosynthesis,0000138 // Golgi trans cisterna /// 0005769 // early endosome /// 0005783 // endoplasmic reticulum,0005545 // phosphatidylinositol binding /// 0005545 // phosphatidylinositol binding
YAR047C,,,,,,,,,,,,,YAR047C,YAR047C,,Hs.512298 // full length,,5336,,,,,,,,,,,,---,---,---
YAR050W,,,,,,,,,,,,,YAR050W,YAR050W,,Hs.285401 // full length,,1439,,,,,,,,,,,,0000501 // flocculation (sensu Saccharomyces),0009277 // cell wall (sensu Fungi) /// 0009277 // cell wall (sensu Fungi),0005537 // mannose binding
YAR053W,,,,,,,,,,,,,YAR053W,YAR053W,,Hs.127826 // full length,,2057,,,,,,,,,,,,---,---,---
YAR060C,,,,,,,,,,,,,YAR060C,YAR060C,,Hs.439027 // full length,,627,,,,,,,,,,,,---,---,---
YAR061W,,,,,,,,,,,,,YAR061W,YAR061W,,--- // ---,,---,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAR062W,,,,,,,,,,,,,YAR062W,YAR062W,,Hs.27453 // full length,,142684,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAR064W,,,,,,,,,,,,,YAR064W,YAR064W,,--- // ---,,---,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YAR066W,,,,,,,,,,,,,YAR066W,YAR066W,,Hs.1519 // ---,,5575,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
